ID,BattingTeam,total_score,city,extras,season
1304116,Sunrisers Hyderabad,157,Mumbai,12,2022
1304116,Punjab Kings,160,Mumbai,6,2022
1312197,Gujarat Titans,191,Kolkata,13,2022
1312197,Rajasthan Royals,188,Kolkata,11,2022
1312198,Lucknow Super Giants,193,Kolkata,22,2022
1312198,Royal Challengers Bangalore,207,Kolkata,10,2022
1312199,Royal Challengers Bangalore,157,Ahmedabad,15,2022
1312199,Rajasthan Royals,161,Ahmedabad,0,2022
1312200,Gujarat Titans,133,Ahmedabad,9,2022
1312200,Rajasthan Royals,130,Ahmedabad,2,2022
