ID,BattingTeam,total_score,city,extras
548360,Royal Challengers Bangalore,142,Mumbai,5
548360,Mumbai Indians,141,Mumbai,7
548361,Rajasthan Royals,126,Jaipur,12
548361,Chennai Super Kings,127,Jaipur,13
548362,Pune Warriors,138,Pune,4
548362,Royal Challengers Bangalore,173,Pune,9
548363,Mumbai Indians,182,Kolkata,5
548363,Kolkata Knight Riders,155,Kolkata,4
548364,Chennai Super Kings,115,Chennai,1
548364,Delhi Daredevils,114,Chennai,7
548365,Pune Warriors,125,Jaipur,4
548365,Rajasthan Royals,170,Jaipur,3
548366,Kings XI Punjab,194,Chandigarh,8
548366,Deccan Chargers,190,Chandigarh,9
548367,Royal Challengers Bangalore,171,Bangalore,14
548367,Mumbai Indians,173,Bangalore,11
548368,Kolkata Knight Riders,158,Kolkata,3
548368,Chennai Super Kings,160,Kolkata,5
548369,Kings XI Punjab,136,Delhi,4
548369,Delhi Daredevils,140,Delhi,2
548370,Kolkata Knight Riders,140,Mumbai,14
548370,Mumbai Indians,108,Mumbai,4
548371,Chennai Super Kings,120,Dharamsala,4
548371,Kings XI Punjab,123,Dharamsala,5
548372,Delhi Daredevils,194,Delhi,7
548372,Royal Challengers Bangalore,215,Delhi,4
548373,Deccan Chargers,128,Hyderabad,9
548373,Rajasthan Royals,126,Hyderabad,7
548374,Delhi Daredevils,145,Dharamsala,9
548374,Kings XI Punjab,141,Dharamsala,8
548375,Pune Warriors,102,Pune,10
548375,Kolkata Knight Riders,136,Pune,7
548376,Royal Challengers Bangalore,123,Hyderabad,3
548376,Deccan Chargers,132,Hyderabad,10
548377,Rajasthan Royals,162,Jaipur,14
548377,Mumbai Indians,163,Jaipur,18
548378,Delhi Daredevils,144,Pune,14
548378,Kolkata Knight Riders,162,Pune,4
548379,Chennai Super Kings,187,Bangalore,5
548379,Mumbai Indians,149,Bangalore,11
548380,Delhi Daredevils,136,Chennai,11
548380,Chennai Super Kings,222,Chennai,6
548381,Chennai Super Kings,190,Chennai,7
548381,Kolkata Knight Riders,192,Chennai,8
597998,Delhi Daredevils,128,Kolkata,5
597998,Kolkata Knight Riders,129,Kolkata,6
597999,Royal Challengers Bangalore,156,Bangalore,16
597999,Mumbai Indians,154,Bangalore,8
598000,Pune Warriors,104,Hyderabad,2
598000,Sunrisers Hyderabad,126,Hyderabad,3
598001,Delhi Daredevils,160,Delhi,11
598001,Rajasthan Royals,165,Delhi,9
598002,Chennai Super Kings,139,Chennai,7
598002,Mumbai Indians,148,Chennai,9
598003,Pune Warriors,99,Pune,3
598003,Kings XI Punjab,100,Pune,3
598004,Royal Challengers Bangalore,145,Hyderabad,8
598004,Sunrisers Hyderabad,150,Hyderabad,17
598005,Kolkata Knight Riders,125,Jaipur,11
598005,Rajasthan Royals,144,Jaipur,9
598006,Delhi Daredevils,165,Mumbai,10
598006,Mumbai Indians,209,Mumbai,10
598007,Chennai Super Kings,139,Chandigarh,3
598007,Kings XI Punjab,138,Chandigarh,8
598008,Royal Challengers Bangalore,158,Bangalore,10
598008,Kolkata Knight Riders,154,Bangalore,6
598009,Pune Warriors,148,Pune,6
598009,Rajasthan Royals,145,Pune,7
598010,Delhi Daredevils,114,Delhi,7
598010,Sunrisers Hyderabad,115,Delhi,3
598011,Pune Warriors,142,Mumbai,5
598011,Mumbai Indians,183,Mumbai,3
598012,Chennai Super Kings,166,Chennai,8
598012,Royal Challengers Bangalore,165,Chennai,8
598013,Sunrisers Hyderabad,132,Kolkata,12
598013,Kolkata Knight Riders,180,Kolkata,8
598014,Kings XI Punjab,124,Jaipur,10
598014,Rajasthan Royals,126,Jaipur,9
598015,Chennai Super Kings,135,Chennai,2
598015,Pune Warriors,159,Chennai,8
598016,Kolkata Knight Riders,153,Chandigarh,12
598016,Kings XI Punjab,157,Chandigarh,6
598017,Royal Challengers Bangalore,167,Bangalore,4
598017,Delhi Daredevils,163,Bangalore,5
598018,Pune Warriors,108,Pune,0
598018,Sunrisers Hyderabad,119,Pune,5
598019,Mumbai Indians,92,Jaipur,7
598019,Rajasthan Royals,179,Jaipur,15
598020,Chennai Super Kings,169,Delhi,9
598020,Delhi Daredevils,83,Delhi,4
598021,Kings XI Punjab,123,Hyderabad,7
598021,Sunrisers Hyderabad,127,Hyderabad,6
598022,Kolkata Knight Riders,119,Kolkata,4
598022,Chennai Super Kings,124,Kolkata,6
598023,Royal Challengers Bangalore,123,Bangalore,16
598023,Rajasthan Royals,117,Bangalore,0
598024,Mumbai Indians,161,Delhi,3
598024,Delhi Daredevils,165,Delhi,4
598025,Kings XI Punjab,186,Chandigarh,3
598025,Pune Warriors,185,Chandigarh,8
598026,Chennai Super Kings,186,Chennai,7
598026,Rajasthan Royals,185,Chennai,10
598027,Pune Warriors,133,Bangalore,4
598027,Royal Challengers Bangalore,263,Bangalore,11
598028,Delhi Daredevils,164,Dharamsala,13
598028,Kings XI Punjab,171,Dharamsala,9
598029,Kolkata Knight Riders,159,Kolkata,6
598029,Mumbai Indians,162,Kolkata,4
598030,Chennai Super Kings,160,Chennai,6
598030,Sunrisers Hyderabad,159,Chennai,8
598031,Kings XI Punjab,149,Kolkata,5
598031,Kolkata Knight Riders,150,Kolkata,12
598032,Sunrisers Hyderabad,144,Jaipur,11
598032,Rajasthan Royals,146,Jaipur,2
598033,Royal Challengers Bangalore,136,Mumbai,11
598033,Mumbai Indians,194,Mumbai,9
598034,Chennai Super Kings,200,Chennai,3
598034,Kolkata Knight Riders,186,Chennai,20
598035,Pune Warriors,149,Raipur,6
598035,Delhi Daredevils,164,Raipur,14
598036,Royal Challengers Bangalore,171,Jaipur,10
598036,Rajasthan Royals,173,Jaipur,5
598037,Kings XI Punjab,170,Mumbai,13
598037,Mumbai Indians,174,Mumbai,8
598038,Pune Warriors,127,Pune,6
598038,Chennai Super Kings,164,Pune,4
598039,Mumbai Indians,129,Hyderabad,7
598039,Sunrisers Hyderabad,130,Hyderabad,3
598040,Kolkata Knight Riders,136,Raipur,7
598040,Delhi Daredevils,137,Raipur,2
598041,Chennai Super Kings,186,Chennai,3
598041,Kings XI Punjab,171,Chennai,3
598042,Pune Warriors,170,Pune,6
598042,Royal Challengers Bangalore,187,Pune,12
598043,Rajasthan Royals,132,Kolkata,7
598043,Kolkata Knight Riders,133,Kolkata,10
598044,Delhi Daredevils,80,Hyderabad,6
598044,Sunrisers Hyderabad,81,Hyderabad,3
598045,Royal Challengers Bangalore,174,Bangalore,7
598045,Kings XI Punjab,176,Bangalore,8
598046,Chennai Super Kings,79,Mumbai,9
598046,Mumbai Indians,139,Mumbai,4
598047,Pune Warriors,178,Jaipur,11
598047,Rajasthan Royals,182,Jaipur,3
598048,Royal Challengers Bangalore,162,Bangalore,5
598048,Sunrisers Hyderabad,161,Bangalore,5
598049,Rajasthan Royals,155,Jaipur,11
598049,Delhi Daredevils,154,Jaipur,7
598050,Kolkata Knight Riders,105,Mumbai,9
598050,Mumbai Indians,170,Mumbai,11
598051,Chennai Super Kings,223,Hyderabad,10
598051,Sunrisers Hyderabad,146,Hyderabad,4
598052,Kings XI Punjab,145,Chandigarh,9
598052,Rajasthan Royals,147,Chandigarh,6
598053,Pune Warriors,106,Pune,4
598053,Kolkata Knight Riders,152,Pune,11
598054,Royal Challengers Bangalore,183,Delhi,5
598054,Delhi Daredevils,179,Delhi,11
598055,Pune Warriors,112,Pune,4
598055,Mumbai Indians,116,Pune,4
598056,Kings XI Punjab,120,Chandigarh,8
598056,Sunrisers Hyderabad,150,Chandigarh,4
598057,Royal Challengers Bangalore,115,Ranchi,3
598057,Kolkata Knight Riders,116,Ranchi,5
598058,Chennai Super Kings,141,Jaipur,8
598058,Rajasthan Royals,144,Jaipur,1
598059,Delhi Daredevils,120,Delhi,7
598059,Kings XI Punjab,121,Delhi,6
598060,Sunrisers Hyderabad,178,Mumbai,7
598060,Mumbai Indians,184,Mumbai,7
598061,Kolkata Knight Riders,163,Ranchi,15
598061,Pune Warriors,170,Ranchi,1
598062,Delhi Daredevils,135,Chennai,9
598062,Chennai Super Kings,168,Chennai,10
598063,Mumbai Indians,166,Mumbai,7
598063,Rajasthan Royals,152,Mumbai,16
598064,Royal Challengers Bangalore,190,Chandigarh,10
598064,Kings XI Punjab,194,Chandigarh,11
598065,Sunrisers Hyderabad,136,Hyderabad,15
598065,Rajasthan Royals,113,Hyderabad,6
598066,Mumbai Indians,133,Dharamsala,9
598066,Kings XI Punjab,183,Dharamsala,7
598067,Delhi Daredevils,134,Pune,16
598067,Pune Warriors,172,Pune,5
598068,Chennai Super Kings,82,Bangalore,2
598068,Royal Challengers Bangalore,106,Bangalore,5
598069,Kolkata Knight Riders,130,Hyderabad,14
598069,Sunrisers Hyderabad,132,Hyderabad,9
598070,Mumbai Indians,144,Delhi,5
598070,Chennai Super Kings,192,Delhi,1
598071,Rajasthan Royals,135,Delhi,4
598071,Sunrisers Hyderabad,132,Delhi,6
598072,Mumbai Indians,169,Kolkata,10
598072,Rajasthan Royals,165,Kolkata,14
598073,Mumbai Indians,148,Kolkata,5
598073,Chennai Super Kings,125,Kolkata,9
729279,Mumbai Indians,122,Abu Dhabi,5
729279,Kolkata Knight Riders,163,Abu Dhabi,8
729281,Delhi Daredevils,145,NA,10
729281,Royal Challengers Bangalore,146,NA,4
729283,Kings XI Punjab,206,Abu Dhabi,6
729283,Chennai Super Kings,205,Abu Dhabi,14
729285,Rajasthan Royals,135,Abu Dhabi,5
729285,Sunrisers Hyderabad,133,Abu Dhabi,15
729287,Mumbai Indians,115,NA,12
729287,Royal Challengers Bangalore,116,NA,2
729289,Delhi Daredevils,167,NA,11
729289,Kolkata Knight Riders,166,NA,14
729291,Kings XI Punjab,193,NA,9
729291,Rajasthan Royals,191,NA,6
729293,Delhi Daredevils,84,Abu Dhabi,2
729293,Chennai Super Kings,177,Abu Dhabi,6
729295,Sunrisers Hyderabad,121,NA,8
729295,Kings XI Punjab,193,NA,9
729297,Rajasthan Royals,133,NA,2
729297,Chennai Super Kings,140,NA,13
729299,Kolkata Knight Riders,150,NA,7
729299,Royal Challengers Bangalore,148,NA,8
729301,Delhi Daredevils,180,NA,6
729301,Sunrisers Hyderabad,184,NA,5
729303,Mumbai Indians,141,NA,1
729303,Chennai Super Kings,142,NA,7
729305,Royal Challengers Bangalore,70,Abu Dhabi,4
729305,Rajasthan Royals,71,Abu Dhabi,3
729307,Kolkata Knight Riders,109,Abu Dhabi,10
729307,Kings XI Punjab,132,Abu Dhabi,5
729309,Mumbai Indians,125,NA,11
729309,Delhi Daredevils,126,NA,9
729311,Sunrisers Hyderabad,145,NA,16
729311,Chennai Super Kings,146,NA,4
729313,Kings XI Punjab,127,NA,12
729313,Royal Challengers Bangalore,124,NA,10
729315,Rajasthan Royals,163,Abu Dhabi,5
729315,Kolkata Knight Riders,163,Abu Dhabi,12
729317,Mumbai Indians,157,NA,9
729317,Sunrisers Hyderabad,172,NA,18
733971,Chennai Super Kings,148,Ranchi,6
733971,Kolkata Knight Riders,114,Ranchi,4
733973,Mumbai Indians,170,Mumbai,6
733973,Kings XI Punjab,168,Mumbai,13
733975,Rajasthan Royals,156,Delhi,4
733975,Delhi Daredevils,152,Delhi,4
733977,Sunrisers Hyderabad,155,Bangalore,10
733977,Royal Challengers Bangalore,158,Bangalore,5
733979,Rajasthan Royals,170,Ahmedabad,7
733979,Kolkata Knight Riders,160,Ahmedabad,10
733981,Delhi Daredevils,178,Delhi,11
733981,Chennai Super Kings,181,Delhi,11
733983,Mumbai Indians,187,Mumbai,25
733983,Royal Challengers Bangalore,168,Mumbai,10
733985,Delhi Daredevils,160,Delhi,8
733985,Kolkata Knight Riders,161,Delhi,12
733987,Chennai Super Kings,187,Cuttack,4
733987,Kings XI Punjab,231,Cuttack,10
733989,Sunrisers Hyderabad,134,Ahmedabad,12
733989,Rajasthan Royals,102,Ahmedabad,10
733991,Royal Challengers Bangalore,166,Bangalore,6
733991,Kings XI Punjab,198,Bangalore,15
733993,Sunrisers Hyderabad,44,Delhi,11
733993,Delhi Daredevils,143,Delhi,5
733995,Mumbai Indians,157,Mumbai,5
733995,Chennai Super Kings,160,Mumbai,11
733997,Kings XI Punjab,149,Cuttack,4
733997,Kolkata Knight Riders,150,Cuttack,5
733999,Royal Challengers Bangalore,190,Bangalore,7
733999,Rajasthan Royals,191,Bangalore,7
734001,Sunrisers Hyderabad,157,Hyderabad,6
734001,Mumbai Indians,160,Hyderabad,3
734003,Rajasthan Royals,148,Ranchi,12
734003,Chennai Super Kings,149,Ranchi,8
734005,Royal Challengers Bangalore,186,Bangalore,9
734005,Delhi Daredevils,170,Bangalore,10
734007,Kings XI Punjab,211,Hyderabad,4
734007,Sunrisers Hyderabad,205,Hyderabad,15
734009,Mumbai Indians,141,Cuttack,7
734009,Kolkata Knight Riders,142,Cuttack,5
734011,Delhi Daredevils,139,Ahmedabad,9
734011,Rajasthan Royals,201,Ahmedabad,15
734013,Royal Challengers Bangalore,142,Ranchi,13
734013,Chennai Super Kings,138,Ranchi,6
734015,Sunrisers Hyderabad,142,Hyderabad,10
734015,Kolkata Knight Riders,146,Hyderabad,1
734017,Rajasthan Royals,153,Ahmedabad,8
734017,Mumbai Indians,178,Ahmedabad,6
734019,Delhi Daredevils,164,Delhi,5
734019,Kings XI Punjab,165,Delhi,15
734021,Royal Challengers Bangalore,160,Hyderabad,7
734021,Sunrisers Hyderabad,161,Hyderabad,7
734023,Chennai Super Kings,154,Kolkata,3
734023,Kolkata Knight Riders,156,Kolkata,4
734025,Kings XI Punjab,156,Chandigarh,8
734025,Mumbai Indians,159,Chandigarh,10
734027,Royal Challengers Bangalore,165,Kolkata,10
734027,Kolkata Knight Riders,195,Kolkata,7
734029,Sunrisers Hyderabad,189,Ranchi,5
734029,Chennai Super Kings,185,Ranchi,8
734031,Mumbai Indians,173,Mumbai,9
734031,Delhi Daredevils,158,Mumbai,6
734033,Rajasthan Royals,163,Chandigarh,7
734033,Kings XI Punjab,179,Chandigarh,14
734035,Royal Challengers Bangalore,154,Bangalore,6
734035,Chennai Super Kings,160,Bangalore,5
734037,Sunrisers Hyderabad,160,Kolkata,21
734037,Kolkata Knight Riders,161,Kolkata,5
734039,Kings XI Punjab,119,Chandigarh,15
734039,Delhi Daredevils,115,Chandigarh,7
734041,Rajasthan Royals,189,Mumbai,5
734041,Mumbai Indians,195,Mumbai,7
734043,Kings XI Punjab,135,Kolkata,5
734043,Kolkata Knight Riders,163,Kolkata,7
734045,Mumbai Indians,173,Mumbai,2
734045,Chennai Super Kings,176,Mumbai,9
734047,Kings XI Punjab,226,Mumbai,11
734047,Chennai Super Kings,202,Mumbai,16
734049,Kings XI Punjab,199,Bangalore,8
734049,Kolkata Knight Riders,200,Bangalore,6
829705,Mumbai Indians,168,Kolkata,3
829705,Kolkata Knight Riders,170,Kolkata,4
829707,Delhi Daredevils,149,Chennai,5
829707,Chennai Super Kings,150,Chennai,14
829709,Rajasthan Royals,162,Pune,21
829709,Kings XI Punjab,136,Pune,9
829711,Sunrisers Hyderabad,164,Chennai,11
829711,Chennai Super Kings,209,Chennai,15
829713,Royal Challengers Bangalore,179,Kolkata,8
829713,Kolkata Knight Riders,177,Kolkata,6
829715,Rajasthan Royals,186,Delhi,6
829715,Delhi Daredevils,184,Delhi,9
829717,Mumbai Indians,159,Mumbai,8
829717,Kings XI Punjab,177,Mumbai,6
829719,Royal Challengers Bangalore,166,Bangalore,16
829719,Sunrisers Hyderabad,172,Bangalore,16
829721,Mumbai Indians,164,Ahmedabad,5
829721,Rajasthan Royals,165,Ahmedabad,4
829723,Chennai Super Kings,165,Kolkata,20
829723,Kolkata Knight Riders,169,Kolkata,10
829725,Kings XI Punjab,165,Pune,8
829725,Delhi Daredevils,169,Pune,11
829727,Rajasthan Royals,131,Visakhapatnam,7
829727,Sunrisers Hyderabad,127,Visakhapatnam,6
829729,Chennai Super Kings,189,Mumbai,11
829729,Mumbai Indians,183,Mumbai,7
829731,Sunrisers Hyderabad,163,Visakhapatnam,4
829731,Delhi Daredevils,167,Visakhapatnam,9
829733,Kings XI Punjab,155,Pune,13
829733,Kolkata Knight Riders,159,Pune,2
829735,Chennai Super Kings,156,Ahmedabad,6
829735,Rajasthan Royals,157,Ahmedabad,1
829737,Royal Challengers Bangalore,191,Bangalore,16
829737,Mumbai Indians,209,Bangalore,17
829739,Delhi Daredevils,146,Delhi,13
829739,Kolkata Knight Riders,147,Delhi,7
829741,Rajasthan Royals,197,Ahmedabad,11
829741,Kings XI Punjab,206,Ahmedabad,7
829743,Sunrisers Hyderabad,176,Visakhapatnam,4
829743,Kolkata Knight Riders,101,Visakhapatnam,3
829745,Chennai Super Kings,181,Bangalore,10
829745,Royal Challengers Bangalore,154,Bangalore,6
829747,Delhi Daredevils,190,Delhi,8
829747,Mumbai Indians,153,Delhi,11
829749,Rajasthan Royals,130,Ahmedabad,4
829749,Royal Challengers Bangalore,134,Ahmedabad,5
829751,Sunrisers Hyderabad,137,Mumbai,5
829751,Mumbai Indians,157,Mumbai,10
829753,Kings XI Punjab,95,Chennai,8
829753,Chennai Super Kings,192,Chennai,12
829757,Delhi Daredevils,95,Delhi,8
829757,Royal Challengers Bangalore,99,Delhi,2
829759,Kings XI Punjab,130,Chandigarh,7
829759,Sunrisers Hyderabad,150,Chandigarh,1
829761,Kolkata Knight Riders,171,Kolkata,12
829761,Delhi Daredevils,158,Kolkata,7
829763,Royal Challengers Bangalore,200,Bangalore,16
829765,Kolkata Knight Riders,132,Chennai,5
829765,Chennai Super Kings,134,Chennai,12
829767,Kings XI Punjab,118,Delhi,8
829767,Delhi Daredevils,119,Delhi,8
829769,Rajasthan Royals,179,Mumbai,12
829769,Mumbai Indians,187,Mumbai,9
829771,Royal Challengers Bangalore,115,Bangalore,4
829771,Kolkata Knight Riders,111,Bangalore,8
829773,Chennai Super Kings,170,Hyderabad,7
829773,Sunrisers Hyderabad,192,Hyderabad,5
829775,Kings XI Punjab,149,Chandigarh,12
829775,Mumbai Indians,172,Chandigarh,5
829777,Rajasthan Royals,189,Mumbai,8
829777,Delhi Daredevils,175,Mumbai,15
829779,Chennai Super Kings,148,Chennai,5
829779,Royal Challengers Bangalore,124,Chennai,2
829781,Sunrisers Hyderabad,132,Kolkata,4
829781,Kolkata Knight Riders,167,Kolkata,7
829783,Delhi Daredevils,152,Mumbai,4
829783,Mumbai Indians,153,Mumbai,9
829785,Kings XI Punjab,88,Bangalore,9
829785,Royal Challengers Bangalore,226,Bangalore,11
829787,Rajasthan Royals,194,Mumbai,7
829787,Sunrisers Hyderabad,201,Mumbai,15
829789,Chennai Super Kings,158,Chennai,6
829789,Mumbai Indians,159,Chennai,2
829791,Kolkata Knight Riders,184,Kolkata,7
829791,Kings XI Punjab,183,Kolkata,9
829793,Delhi Daredevils,157,Raipur,4
829793,Sunrisers Hyderabad,163,Raipur,4
829795,Royal Challengers Bangalore,235,Mumbai,7
829795,Mumbai Indians,196,Mumbai,4
829797,Chennai Super Kings,157,Chennai,8
829797,Rajasthan Royals,145,Chennai,6
829799,Kings XI Punjab,180,Hyderabad,7
829799,Sunrisers Hyderabad,185,Hyderabad,5
829801,Chennai Super Kings,119,Raipur,7
829801,Delhi Daredevils,120,Raipur,0
829803,Royal Challengers Bangalore,84,Chandigarh,8
829803,Kings XI Punjab,106,Chandigarh,4
829805,Mumbai Indians,171,Mumbai,10
829805,Kolkata Knight Riders,166,Mumbai,8
829807,Royal Challengers Bangalore,83,Hyderabad,1
829807,Sunrisers Hyderabad,135,Hyderabad,7
829809,Kings XI Punjab,130,Chandigarh,9
829809,Chennai Super Kings,134,Chandigarh,6
829811,Rajasthan Royals,199,Mumbai,10
829811,Kolkata Knight Riders,190,Mumbai,26
829813,Delhi Daredevils,187,Bangalore,6
829813,Royal Challengers Bangalore,2,Bangalore,0
829815,Sunrisers Hyderabad,113,Hyderabad,6
829815,Mumbai Indians,114,Hyderabad,8
829817,Chennai Super Kings,162,Mumbai,8
829817,Mumbai Indians,187,Mumbai,9
829819,Rajasthan Royals,109,Pune,3
829819,Royal Challengers Bangalore,180,Pune,12
829821,Chennai Super Kings,140,Ranchi,7
829821,Royal Challengers Bangalore,139,Ranchi,7
829823,Chennai Super Kings,161,Kolkata,7
829823,Mumbai Indians,202,Kolkata,6
980901,Mumbai Indians,121,Mumbai,13
980901,Rising Pune Supergiants,126,Mumbai,5
980903,Delhi Daredevils,98,Kolkata,12
980903,Kolkata Knight Riders,99,Kolkata,11
980905,Kings XI Punjab,161,Chandigarh,7
980905,Gujarat Lions,162,Chandigarh,6
980907,Sunrisers Hyderabad,182,Bangalore,11
980907,Royal Challengers Bangalore,227,Bangalore,7
980909,Kolkata Knight Riders,187,Kolkata,10
980909,Mumbai Indians,188,Kolkata,10
980911,Gujarat Lions,164,Rajkot,15
980911,Rising Pune Supergiants,163,Rajkot,2
980913,Delhi Daredevils,113,Delhi,10
980913,Kings XI Punjab,111,Delhi,4
980915,Sunrisers Hyderabad,142,Hyderabad,8
980915,Kolkata Knight Riders,146,Hyderabad,5
980917,Gujarat Lions,147,Mumbai,11
980917,Mumbai Indians,143,Mumbai,10
980919,Kings XI Punjab,153,Chandigarh,2
980919,Rising Pune Supergiants,152,Chandigarh,11
980921,Royal Challengers Bangalore,191,Bangalore,9
980921,Delhi Daredevils,192,Bangalore,14
980923,Sunrisers Hyderabad,145,Hyderabad,5
980923,Mumbai Indians,142,Hyderabad,8
980925,Kings XI Punjab,138,Chandigarh,7
980925,Kolkata Knight Riders,141,Chandigarh,8
980927,Royal Challengers Bangalore,170,Mumbai,13
980927,Mumbai Indians,171,Mumbai,4
980929,Gujarat Lions,135,Rajkot,5
980929,Sunrisers Hyderabad,137,Rajkot,10
980931,Royal Challengers Bangalore,185,Pune,12
980931,Rising Pune Supergiants,172,Pune,7
980933,Delhi Daredevils,164,Delhi,12
980933,Mumbai Indians,154,Delhi,3
980935,Kings XI Punjab,143,Hyderabad,5
980935,Sunrisers Hyderabad,146,Hyderabad,5
980937,Royal Challengers Bangalore,180,Rajkot,3
980937,Gujarat Lions,182,Rajkot,14
980939,Rising Pune Supergiants,160,Pune,6
980939,Kolkata Knight Riders,162,Pune,10
980941,Kings XI Punjab,164,Chandigarh,5
980941,Mumbai Indians,189,Chandigarh,5
980943,Sunrisers Hyderabad,118,Hyderabad,8
980943,Rising Pune Supergiants,94,Hyderabad,13
980945,Delhi Daredevils,171,Delhi,3
980945,Gujarat Lions,172,Delhi,3
980947,Kolkata Knight Riders,174,Mumbai,1
980947,Mumbai Indians,178,Mumbai,5
980949,Gujarat Lions,196,Pune,7
980949,Rising Pune Supergiants,195,Pune,7
980951,Kolkata Knight Riders,159,Delhi,13
980951,Delhi Daredevils,186,Delhi,10
980953,Royal Challengers Bangalore,179,Hyderabad,3
980953,Sunrisers Hyderabad,194,Hyderabad,5
980955,Kings XI Punjab,154,Rajkot,4
980955,Gujarat Lions,131,Rajkot,4
980957,Rising Pune Supergiants,159,Pune,8
980957,Mumbai Indians,161,Pune,6
980959,Kolkata Knight Riders,189,Bangalore,19
980959,Royal Challengers Bangalore,185,Bangalore,4
980961,Delhi Daredevils,150,Rajkot,3
980961,Gujarat Lions,149,Rajkot,6
980963,Kings XI Punjab,157,Kolkata,12
980963,Kolkata Knight Riders,164,Kolkata,5
980965,Delhi Daredevils,162,Delhi,8
980965,Rising Pune Supergiants,166,Delhi,11
980967,Sunrisers Hyderabad,129,Hyderabad,6
980967,Gujarat Lions,126,Hyderabad,5
980969,Royal Challengers Bangalore,195,Bangalore,6
980969,Rising Pune Supergiants,191,Bangalore,7
980971,Kings XI Punjab,181,Chandigarh,8
980971,Delhi Daredevils,172,Chandigarh,9
980973,Mumbai Indians,92,Visakhapatnam,6
980973,Sunrisers Hyderabad,177,Visakhapatnam,5
980975,Gujarat Lions,164,Kolkata,5
980975,Kolkata Knight Riders,158,Kolkata,6
980977,Kings XI Punjab,174,Chandigarh,5
980977,Royal Challengers Bangalore,175,Chandigarh,4
980979,Sunrisers Hyderabad,137,Visakhapatnam,5
980979,Rising Pune Supergiants,133,Visakhapatnam,3
980981,Mumbai Indians,153,Bangalore,10
980981,Royal Challengers Bangalore,151,Bangalore,7
980983,Sunrisers Hyderabad,146,Hyderabad,11
980983,Delhi Daredevils,150,Hyderabad,3
980985,Mumbai Indians,124,Visakhapatnam,8
980985,Kings XI Punjab,127,Visakhapatnam,11
980987,Gujarat Lions,104,Bangalore,12
980987,Royal Challengers Bangalore,248,Bangalore,4
980989,Rising Pune Supergiants,103,Kolkata,6
980989,Kolkata Knight Riders,66,Kolkata,10
980991,Kings XI Punjab,179,Chandigarh,3
980991,Sunrisers Hyderabad,180,Chandigarh,9
980993,Delhi Daredevils,126,Visakhapatnam,3
980993,Mumbai Indians,206,Visakhapatnam,7
980995,Royal Challengers Bangalore,186,Kolkata,3
980995,Kolkata Knight Riders,183,Kolkata,12
980997,Delhi Daredevils,121,Visakhapatnam,2
980997,Rising Pune Supergiants,76,Visakhapatnam,7
980999,Kings XI Punjab,120,Bangalore,6
980999,Royal Challengers Bangalore,211,Bangalore,8
981001,Gujarat Lions,125,Kanpur,17
981001,Kolkata Knight Riders,124,Kanpur,7
981003,Sunrisers Hyderabad,158,Raipur,3
981003,Delhi Daredevils,161,Raipur,14
981005,Kings XI Punjab,172,Visakhapatnam,4
981005,Rising Pune Supergiants,173,Visakhapatnam,8
981007,Mumbai Indians,172,Kanpur,8
981007,Gujarat Lions,173,Kanpur,6
981009,Sunrisers Hyderabad,149,Kolkata,11
981009,Kolkata Knight Riders,171,Kolkata,4
981011,Delhi Daredevils,138,Raipur,6
981011,Royal Challengers Bangalore,139,Raipur,10
981013,Gujarat Lions,158,Bangalore,11
981013,Royal Challengers Bangalore,159,Bangalore,16
981015,Sunrisers Hyderabad,162,Delhi,6
981015,Kolkata Knight Riders,140,Delhi,9
981017,Sunrisers Hyderabad,163,Delhi,2
981017,Gujarat Lions,162,Delhi,5
981019,Sunrisers Hyderabad,208,Bangalore,14
981019,Royal Challengers Bangalore,200,Bangalore,9
1082591,Royal Challengers Bangalore,172,Hyderabad,6
1082591,Sunrisers Hyderabad,207,Hyderabad,7
1082592,Mumbai Indians,184,Pune,8
1082592,Rising Pune Supergiant,187,Pune,4
1082593,Gujarat Lions,183,Rajkot,4
1082593,Kolkata Knight Riders,184,Rajkot,15
1082594,Kings XI Punjab,164,Indore,10
1082594,Rising Pune Supergiant,163,Indore,6
1082595,Royal Challengers Bangalore,157,Bengaluru,6
1082595,Delhi Daredevils,142,Bengaluru,5
1082596,Gujarat Lions,135,Hyderabad,3
1082596,Sunrisers Hyderabad,140,Hyderabad,3
1082597,Mumbai Indians,180,Mumbai,12
1082597,Kolkata Knight Riders,178,Mumbai,9
1082598,Kings XI Punjab,150,Indore,6
1082598,Royal Challengers Bangalore,148,Indore,4
1082599,Rising Pune Supergiant,108,Pune,5
1082599,Delhi Daredevils,205,Pune,8
1082600,Mumbai Indians,159,Mumbai,4
1082600,Sunrisers Hyderabad,158,Mumbai,11
1082601,Kings XI Punjab,170,Kolkata,16
1082601,Kolkata Knight Riders,171,Kolkata,11
1082602,Mumbai Indians,145,Bangalore,13
1082602,Royal Challengers Bangalore,142,Bangalore,11
1082603,Gujarat Lions,172,Rajkot,5
1082603,Rising Pune Supergiant,171,Rajkot,5
1082604,Sunrisers Hyderabad,155,Kolkata,7
1082604,Kolkata Knight Riders,172,Kolkata,11
1082605,Kings XI Punjab,137,Delhi,2
1082605,Delhi Daredevils,188,Delhi,10
1082606,Gujarat Lions,176,Mumbai,11
1082606,Mumbai Indians,177,Mumbai,13
1082607,Royal Challengers Bangalore,134,Bangalore,8
1082607,Rising Pune Supergiant,161,Bangalore,13
1082608,Delhi Daredevils,168,Delhi,3
